src_pmid	burst_year	threshold	time_period	Avg. # of Pub.	after_burst_window
214442	1987	Threshold of 0.5%	Earlier Entrants	18.30952380952381	5y
214442	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.610738255033556	5y
214496	1994	Threshold of 0.5%	Earlier Entrants	9	5y
214496	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.338028169014084	5y
217156	1982	Threshold of 0.5%	Earlier Entrants	10.86046511627907	5y
217156	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.4017094017094	5y
217871	1992	Threshold of 0.5%	Earlier Entrants	12.448275862068966	5y
217871	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.078534031413612	5y
218720	1987	Threshold of 0.5%	Earlier Entrants	7.125	5y
218720	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.461538461538462	5y
218951	1988	Threshold of 0.5%	Earlier Entrants	9.193548387096774	5y
218951	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.622377622377622	5y
219475	1993	Threshold of 0.5%	Earlier Entrants	7.818181818181818	5y
219475	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	22.59895833333333	5y
220238	1984	Threshold of 0.5%	Earlier Entrants	9.857142857142858	5y
220238	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.416666666666666	5y
220911	1994	Threshold of 0.5%	Earlier Entrants	16.25	5y
220911	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.819444444444445	5y
221537	1992	Threshold of 0.5%	Earlier Entrants	6	5y
221537	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.37837837837838	5y
222677	1982	Threshold of 0.5%	Earlier Entrants	14.655172413793103	5y
222677	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.503649635036496	5y
223454	1989	Threshold of 0.5%	Earlier Entrants	16.076923076923077	5y
223454	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.440860215053764	5y
224039	1984	Threshold of 0.5%	Earlier Entrants	11.056603773584904	5y
224039	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.082568807339449	5y
224046	1994	Threshold of 0.5%	Earlier Entrants	11.363636363636363	5y
224046	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.942583732057416	5y
227407	1989	Threshold of 0.5%	Earlier Entrants	11.583333333333334	5y
227407	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.835714285714284	5y
227589	1999	Threshold of 0.5%	Earlier Entrants	10	5y
227589	1999	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.815384615384616	5y
234413	1988	Threshold of 0.5%	Earlier Entrants	11.235294117647058	5y
234413	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.658959537572255	5y
235516	1983	Threshold of 0.5%	Earlier Entrants	10.555555555555555	5y
235516	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.767567567567568	5y
263338	1988	Threshold of 0.5%	Earlier Entrants	16.037037037037038	5y
263338	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.491228070175438	5y
272662	1984	Threshold of 0.5%	Earlier Entrants	29	5y
272662	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.86046511627907	5y
273898	1982	Threshold of 0.5%	Earlier Entrants	9.442857142857145	5y
273898	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.244897959183674	5y
277286	1989	Threshold of 0.5%	Earlier Entrants	9.923076923076923	5y
277286	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.37924151696607	5y
277912	1992	Threshold of 0.5%	Earlier Entrants	9.882352941176473	5y
277912	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.475206611570248	5y
281718	1991	Threshold of 0.5%	Earlier Entrants	11.5	5y
281718	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	20.27710843373494	5y
282600	1995	Threshold of 0.5%	Earlier Entrants	11.38888888888889	5y
282600	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.653992395437262	5y
282628	1994	Threshold of 0.5%	Earlier Entrants	4.166666666666667	5y
282628	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.68421052631579	5y
283398	1991	Threshold of 0.5%	Earlier Entrants	7.458333333333333	5y
283398	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.761904761904763	5y
284373	1995	Threshold of 0.5%	Earlier Entrants	13.2	5y
284373	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.49685534591195	5y
285290	1990	Threshold of 0.5%	Earlier Entrants	20.653846153846157	5y
285290	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.045454545454543	5y
286122	1990	Threshold of 0.5%	Earlier Entrants	27.4375	5y
286122	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.82591093117409	5y
286294	1984	Threshold of 0.5%	Earlier Entrants	9.887005649717514	5y
286294	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.231003039513675	5y
286997	1984	Threshold of 0.5%	Earlier Entrants	6.7727272727272725	5y
286997	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.181818181818182	5y
287001	1992	Threshold of 0.5%	Earlier Entrants	9.291666666666666	5y
287001	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.484848484848484	5y
287050	1984	Threshold of 0.5%	Earlier Entrants	11.741935483870968	5y
287050	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.306666666666668	5y
287839	1987	Threshold of 0.5%	Earlier Entrants	9.411764705882351	5y
287839	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.36842105263158	5y
291029	1989	Threshold of 0.5%	Earlier Entrants	13	5y
291029	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	4.853211009174312	5y
291926	1994	Threshold of 0.5%	Earlier Entrants	7.285714285714286	5y
291926	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.397849462365592	5y
301877	1989	Threshold of 0.5%	Earlier Entrants	36.375	5y
301877	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.085526315789474	5y
305002	1985	Threshold of 0.5%	Earlier Entrants	9.325	5y
305002	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.273127753303966	5y
305941	1986	Threshold of 0.5%	Earlier Entrants	12.4375	5y
305941	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	19.14583333333333	5y
307015	1989	Threshold of 0.5%	Earlier Entrants	25.58333333333333	5y
307015	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.6340206185567	5y
307028	1985	Threshold of 0.5%	Earlier Entrants	12.12121212121212	5y
307028	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.095238095238095	5y
307588	1985	Threshold of 0.5%	Earlier Entrants	12.952380952380953	5y
307588	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.838461538461537	5y
308087	1996	Threshold of 0.5%	Earlier Entrants	13.666666666666666	5y
308087	1996	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.333333333333334	5y
308970	1988	Threshold of 0.5%	Earlier Entrants	12.63157894736842	5y
308970	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.845070422535212	5y
309899	1986	Threshold of 0.5%	Earlier Entrants	18.07894736842105	5y
309899	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.281879194630871	5y
309977	1982	Threshold of 0.5%	Earlier Entrants	6	5y
309977	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.892857142857142	5y
311344	2005	Threshold of 0.5%	Earlier Entrants	21	5y
311344	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.903553299492386	5y
312288	1994	Threshold of 0.5%	Earlier Entrants	17.0625	5y
312288	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.17098445595855	5y
312842	1984	Threshold of 0.5%	Earlier Entrants	18.272727272727277	5y
312842	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.429268292682927	5y
314473	1991	Threshold of 0.5%	Earlier Entrants	22.479166666666668	5y
314473	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.485714285714286	5y
315320	1984	Threshold of 0.5%	Earlier Entrants	14.362068965517242	5y
315320	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.274436090225564	5y
320877	1990	Threshold of 0.5%	Earlier Entrants	17.767441860465116	5y
320877	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.395061728395062	5y
321446	1997	Threshold of 0.5%	Earlier Entrants	3	5y
321446	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.407821229050279	5y
321691	1990	Threshold of 0.5%	Earlier Entrants	24.56	5y
321691	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.932773109243698	5y
323259	1990	Threshold of 0.5%	Earlier Entrants	11.166666666666666	5y
323259	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.530612244897959	5y
325008	1979	Threshold of 0.5%	Earlier Entrants	7.975609756097561	5y
325008	1979	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.011904761904765	5y
330526	1984	Threshold of 0.5%	Earlier Entrants	15.79310344827586	5y
330526	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.248175182481752	5y
334518	1988	Threshold of 0.5%	Earlier Entrants	18.55813953488372	5y
334518	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.51336898395722	5y
334761	1986	Threshold of 0.5%	Earlier Entrants	5.647058823529412	5y
334761	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.387323943661972	5y
334762	1993	Threshold of 0.5%	Earlier Entrants	5.8	5y
334762	1993	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.5	5y
336619	1982	Threshold of 0.5%	Earlier Entrants	20.705882352941178	5y
336619	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.566037735849058	5y
338578	1987	Threshold of 0.5%	Earlier Entrants	10.419354838709678	5y
338578	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.06030150753769	5y
340307	1998	Threshold of 0.5%	Earlier Entrants	9.56	5y
340307	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.671794871794871	5y
343601	1991	Threshold of 0.5%	Earlier Entrants	15.621052631578948	5y
343601	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.622535211267603	5y
344317	1983	Threshold of 0.5%	Earlier Entrants	7.407407407407407	5y
344317	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.352112676056338	5y
344321	1985	Threshold of 0.5%	Earlier Entrants	5.777777777777778	5y
344321	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.212121212121212	5y
347617	1987	Threshold of 0.5%	Earlier Entrants	10.833333333333334	5y
347617	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.729508196721311	5y
348691	1994	Threshold of 0.5%	Earlier Entrants	6.387096774193548	5y
348691	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.60919540229885	5y
348699	1985	Threshold of 0.5%	Earlier Entrants	6.970588235294118	5y
348699	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.086206896551724	5y
349111	1984	Threshold of 0.5%	Earlier Entrants	18.43589743589743	5y
349111	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.229885057471265	5y
349691	2008	Threshold of 0.5%	Earlier Entrants	4	5y
349691	2008	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.745222929936306	5y
350268	1986	Threshold of 0.5%	Earlier Entrants	6.5	5y
350268	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.04	5y
350854	2000	Threshold of 0.5%	Earlier Entrants	9.95	5y
350854	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.766423357664234	5y
350859	1986	Threshold of 0.5%	Earlier Entrants	6.625	5y
350859	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.68	5y
351428	1994	Threshold of 0.5%	Earlier Entrants	3.333333333333333	5y
351428	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.944134078212291	5y
352617	1986	Threshold of 0.5%	Earlier Entrants	13	5y
352617	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.522058823529411	5y
353045	1983	Threshold of 0.5%	Earlier Entrants	6.181818181818182	5y
353045	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.922330097087379	5y
355250	2000	Threshold of 0.5%	Earlier Entrants	4.909090909090909	5y
355250	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.164948453608247	5y
355727	1989	Threshold of 0.5%	Earlier Entrants	16.435897435897434	5y
355727	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.12807881773399	5y
355892	1992	Threshold of 0.5%	Earlier Entrants	10.826086956521738	5y
355892	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.007874015748031	5y
357657	1985	Threshold of 0.5%	Earlier Entrants	21.08108108108108	5y
357657	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.125	5y
358190	1985	Threshold of 0.5%	Earlier Entrants	7.043478260869565	5y
358190	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.91186440677966	5y
359552	2000	Threshold of 0.5%	Earlier Entrants	4.7	5y
359552	2000	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.343589743589743	5y
359709	1998	Threshold of 0.5%	Earlier Entrants	15.823529411764708	5y
359709	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	17.57920792079208	5y
361561	1988	Threshold of 0.5%	Earlier Entrants	8.96078431372549	5y
361561	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.056451612903226	5y
361700	1982	Threshold of 0.5%	Earlier Entrants	13.5	5y
361700	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.251748251748252	5y
361891	1988	Threshold of 0.5%	Earlier Entrants	17.235294117647058	5y
361891	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	18.13888888888889	5y
361893	1988	Threshold of 0.5%	Earlier Entrants	11.258064516129032	5y
361893	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.85781990521327	5y
363359	1983	Threshold of 0.5%	Earlier Entrants	9.8	5y
363359	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.094017094017094	5y
364704	1995	Threshold of 0.5%	Earlier Entrants	25.58333333333333	5y
364704	1995	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.725274725274724	5y
366610	1992	Threshold of 0.5%	Earlier Entrants	18.31578947368421	5y
366610	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.937062937062937	5y
368054	1983	Threshold of 0.5%	Earlier Entrants	6	5y
368054	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.268571428571429	5y
368234	1986	Threshold of 0.5%	Earlier Entrants	17.4	5y
368234	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.653846153846152	5y
368255	1991	Threshold of 0.5%	Earlier Entrants	16.047619047619047	5y
368255	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.289855072463768	5y
376704	1976	Threshold of 0.5%	Earlier Entrants	16.4	5y
376704	1976	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.1	5y
376723	1988	Threshold of 0.5%	Earlier Entrants	18.64583333333333	5y
376723	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.49025974025974	5y
385587	1981	Threshold of 0.5%	Earlier Entrants	10.225806451612904	5y
385587	1981	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.5	5y
387763	1992	Threshold of 0.5%	Earlier Entrants	16.64516129032258	5y
387763	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.165853658536586	5y
387782	1987	Threshold of 0.5%	Earlier Entrants	15.357142857142858	5y
387782	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.928571428571429	5y
387874	1990	Threshold of 0.5%	Earlier Entrants	10	5y
387874	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	15.389830508474576	5y
388429	1992	Threshold of 0.5%	Earlier Entrants	11.761904761904765	5y
388429	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.666666666666666	5y
401457	1997	Threshold of 0.5%	Earlier Entrants	5.2	5y
401457	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.631123919308358	5y
401485	1992	Threshold of 0.5%	Earlier Entrants	8.5	5y
401485	1992	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.55944055944056	5y
402421	1985	Threshold of 0.5%	Earlier Entrants	17.756756756756758	5y
402421	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.72222222222222	5y
404295	1984	Threshold of 0.5%	Earlier Entrants	12.705882352941176	5y
404295	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.921686746987952	5y
404356	1989	Threshold of 0.5%	Earlier Entrants	10.5	5y
404356	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.358024691358024	5y
405007	1984	Threshold of 0.5%	Earlier Entrants	21	5y
405007	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.18918918918919	5y
405387	1986	Threshold of 0.5%	Earlier Entrants	21.6	5y
405387	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.555555555555555	5y
405500	1991	Threshold of 0.5%	Earlier Entrants	12.636363636363637	5y
405500	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.002493765586037	5y
406571	1987	Threshold of 0.5%	Earlier Entrants	10.346153846153848	5y
406571	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.35483870967742	5y
406850	1984	Threshold of 0.5%	Earlier Entrants	10.142857142857142	5y
406850	1984	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.296703296703296	5y
407925	2005	Threshold of 0.5%	Earlier Entrants	10.6	5y
407925	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	7.715909090909091	5y
410805	1982	Threshold of 0.5%	Earlier Entrants	13.166666666666666	5y
410805	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.426470588235292	5y
411033	1998	Threshold of 0.5%	Earlier Entrants	28.916666666666668	5y
411033	1998	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.245901639344265	5y
411380	1988	Threshold of 0.5%	Earlier Entrants	11.580645161290322	5y
411380	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.841860465116278	5y
415311	1987	Threshold of 0.5%	Earlier Entrants	9.319148936170214	5y
415311	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.2	5y
416168	1989	Threshold of 0.5%	Earlier Entrants	18.261904761904763	5y
416168	1989	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.636871508379887	5y
417732	2005	Threshold of 0.5%	Earlier Entrants	7.153846153846154	5y
417732	2005	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	6.949685534591195	5y
422007	1991	Threshold of 0.5%	Earlier Entrants	9.227272727272728	5y
422007	1991	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.659685863874346	5y
426078	1983	Threshold of 0.5%	Earlier Entrants	17.704545454545453	5y
426078	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.345098039215689	5y
426082	1994	Threshold of 0.5%	Earlier Entrants	12.571428571428571	5y
426082	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.386430678466075	5y
426837	1981	Threshold of 0.5%	Earlier Entrants	20.147058823529413	5y
426837	1981	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	16.12162162162162	5y
427742	1990	Threshold of 0.5%	Earlier Entrants	12.526315789473683	5y
427742	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.025210084033612	5y
427795	1981	Threshold of 0.5%	Earlier Entrants	10	5y
427795	1981	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.241935483870968	5y
427806	1987	Threshold of 0.5%	Earlier Entrants	14.732394366197184	5y
427806	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.438839848675917	5y
429373	1994	Threshold of 0.5%	Earlier Entrants	9.444444444444445	5y
429373	1994	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.876712328767123	5y
429566	1987	Threshold of 0.5%	Earlier Entrants	16.257575757575758	5y
429566	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.795486600846262	5y
429568	1988	Threshold of 0.5%	Earlier Entrants	16.65671641791045	5y
429568	1988	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	14.776041666666666	5y
432657	2010	Threshold of 0.5%	Earlier Entrants	26.142857142857142	5y
432657	2010	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	13.736486486486486	5y
434164	1985	Threshold of 0.5%	Earlier Entrants	10.333333333333334	5y
434164	1985	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.72972972972973	5y
443893	1986	Threshold of 0.5%	Earlier Entrants	15.571428571428571	5y
443893	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	8.6	5y
444246	1983	Threshold of 0.5%	Earlier Entrants	13.31578947368421	5y
444246	1983	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	10.516949152542374	5y
445424	1986	Threshold of 0.5%	Earlier Entrants	13.883720930232558	5y
445424	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.365019011406844	5y
445457	1990	Threshold of 0.5%	Earlier Entrants	8.125	5y
445457	1990	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	12.623853211009177	5y
445464	1986	Threshold of 0.5%	Earlier Entrants	10.214285714285714	5y
445464	1986	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.395833333333334	5y
447688	1997	Threshold of 0.5%	Earlier Entrants	12.38888888888889	5y
447688	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9	5y
447730	1997	Threshold of 0.5%	Earlier Entrants	12.515151515151516	5y
447730	1997	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	11.817679558011047	5y
448119	1987	Threshold of 0.5%	Earlier Entrants	30.428571428571427	5y
448119	1987	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	23.19402985074627	5y
450715	1982	Threshold of 0.5%	Earlier Entrants	6.2444444444444445	5y
450715	1982	Threshold of 0.5%	Near-Collapse Actives (≤ 2y)	9.15686274509804	5y
451553	1985	Threshold of 0.5%	Earlier Entrants	16.346153846153847	5y
